	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
32	32	rt irgendwo im bundesverkehrsministerium federt jetzt ein beamter durch die flure und genie t das told you so gef hl seines	139	1140949537219129345	Tue Jun 18 11:49:02 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	28	2
33	33	rt will smith	92	1140949028303073281	Tue Jun 18 11:47:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
34	34	rt yesung the rd mini album pinkmagic melon	143	1140949490804953088	Tue Jun 18 11:48:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
35	35	rt yesung the rd mini album pinkmagic melon	143	1140949275234512896	Tue Jun 18 11:47:59 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
36	36	rt will smith	92	1140949278098989056	Tue Jun 18 11:48:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
37	37	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949121349640192	Tue Jun 18 11:47:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120	1
38	38	rt aladdin	48	1140949305118908417	Tue Jun 18 11:48:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	107	2
39	39	genie	118	1140949471938768898	Tue Jun 18 11:48:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
40	40	eh dulu gue pernah dapet kupon genie gt trs gue reedem ke fanbase soalnya gue gangerti hangul semua cob	140	1140948959067643904	Tue Jun 18 11:46:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
41	41	rt yesung the rd mini album pinkmagic melon	143	1140949059974258688	Tue Jun 18 11:47:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
42	42	jack sparrow ft thugs of hindostan wala amir ft night king vs aladdin best of all the worlds	125	1140949066076938243	Tue Jun 18 11:47:09 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	0
43	43	rt when aladdin said sometimes you just have to take a risk i did that	93	1140949188928139265	Tue Jun 18 11:47:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	377	0
44	44	funko pop aladdin funkopop	97	1140949175858679808	Tue Jun 18 11:47:35 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
45	45	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949205961207808	Tue Jun 18 11:47:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120	1
46	46	aladdin arabian nights intro will smith version	104	1140949401797574657	Tue Jun 18 11:48:29 +0000 2019	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0	0	0
47	47	judal gets his hair caught just as aladdin comes along reading a book called kama sutra chaos ensues	102	1140949196234608640	Tue Jun 18 11:47:40 +0000 2019	"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"	0	0	0
48	48	rt will smith	92	1140949369862049792	Tue Jun 18 11:48:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
49	49	genie do not let me go shinee	73	1140949435574210565	Tue Jun 18 11:48:37 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	1	0	0
50	50	rt aladdin risk his life only for princess jasmine jafar	98	1140949416062287872	Tue Jun 18 11:48:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676	0
51	51	rt anyway i was listening to the soundtrack of aladdin	99	1140949136923070464	Tue Jun 18 11:47:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	0
52	52	john wick godzilla aladdin brightburn dark pheonix mib	65	1140949473994186753	Tue Jun 18 11:48:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
53	53	rt breathe pm kst mnet soribada naver new melon genie bu	140	1140948941900435459	Tue Jun 18 11:46:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	46	0
54	54	how a dystopian will smith movie was turned into a real life nightmare wuwei today best news daily feed	133	1140949281370791936	Tue Jun 18 11:48:01 +0000 2019	"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"	0	0	-1
55	55	rt i call this the i m in charge approach highly recommend it when you don t know how to approach your crush aladdin htt	140	1140949342951358465	Tue Jun 18 11:48:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1892	1
56	56	rt will smith	92	1140949043880710144	Tue Jun 18 11:47:04 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
57	57	someone asking genie what a capricorn selfie it the essence of any mirror selfie i ve ever taken thank u next	116	1140949501261168641	Tue Jun 18 11:48:53 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	0
58	58	rt one of the most inspirational father amp son scenes from will smith and jaden smith	123	1140949469208436737	Tue Jun 18 11:48:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16108	1
59	59	rt aladdin i can sho	59	1140949182842171392	Tue Jun 18 11:47:37 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2723	0
60	60	rt me trying to agree with people who say something other than spring snow is the best bside in genie us	140	1140949475428425728	Tue Jun 18 11:48:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	7	0
61	61	adik ku sebelum nonton aladdin apaan jelek princess nya item prince nya item setelah nonton make a waaay for pri	140	1140949267940384768	Tue Jun 18 11:47:57 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
62	62	rt yesung the rd mini album pinkmagic melon	143	1140949161535311873	Tue Jun 18 11:47:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
63	63	disini ada yang ngerti cara streaming dan vote di genie	56	1140948934728175616	Tue Jun 18 11:46:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
64	64	rt bts music chart boywithluv b melon flo olleh genie	145	1140948997533659144	Tue Jun 18 11:46:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	52	2
65	65	rt yesung the rd mini album pinkmagic melon	143	1140949501504565248	Tue Jun 18 11:48:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	2
66	66	thurs june mon june toy story g aladdin pg men in black international pg godzil	140	1140949351025561600	Tue Jun 18 11:48:17 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
67	67	dia berlakon cerita aladdin	86	1140949389038325763	Tue Jun 18 11:48:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
68	68	genie feat urban zakapa	75	1140949038302318593	Tue Jun 18 11:47:03 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	2
69	69	rt dene ali ka saath ek nahi do nahi balki ginn thaamenge uska haath dekhiye chaaron milkar kaise likhenge aladdin ke inteq	140	1140949032249880576	Tue Jun 18 11:47:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	12	2
70	70	rt yesung the rd mini album pinkmagic melon	143	1140949586976096256	Tue Jun 18 11:49:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
71	71	rt bwl genie de m streami geride b rakt spotify ayl k en ok dinleyici say na sahip olan koreli sanat bts a brand new	139	1140949418910371840	Tue Jun 18 11:48:33 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	16	2
72	72	genie normal stripped sasha sloan	77	1140949495460446209	Tue Jun 18 11:48:52 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	0
73	73	rt aladdin risk his life only for princess jasmine jafar	98	1140949256745865216	Tue Jun 18 11:47:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676	0
74	74	rt will smith	92	1140949372110159873	Tue Jun 18 11:48:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
75	75	rt yesung the rd mini album pinkmagic melon	143	1140949397238403072	Tue Jun 18 11:48:28 +0000 2019	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	0	2684	0
76	76	rt will smith	92	1140949362752679936	Tue Jun 18 11:48:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
77	77	is it will smith	28	1140949027401404416	Tue Jun 18 11:47:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2
78	78	rt bts boy with luv mv feat halsey kst flo melon genie soribada bugs m	140	1140949051980111872	Tue Jun 18 11:47:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193	0
79	79	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140949131596140544	Tue Jun 18 11:47:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120	1
80	80	rt disney aladdin	140	1140949050310586370	Tue Jun 18 11:47:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5	2
81	81	aladdin a whole new world mother son duet via sedapp gilosssss tapi sebak pastu nangess	130	1140949440053694464	Tue Jun 18 11:48:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
82	82	hmm asan na kaya si aladdin sm north edsa	78	1140949513009373184	Tue Jun 18 11:48:56 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	0	0	2
83	83	rt yesung the rd mini album pinkmagic melon	143	1140949124994482176	Tue Jun 18 11:47:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	2
84	84	rt n flying rooftop has surpassed million streams on genie	81	1140949224852508673	Tue Jun 18 11:47:47 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	7	0
85	85	i saw godzilla and aladdin this weekend and thought both were excellent	71	1140949168602734592	Tue Jun 18 11:47:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
86	86	rt aladdin risk his life only for princess jasmine jafar	98	1140949340568997890	Tue Jun 18 11:48:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676	0
87	87	will smith as will smith	41	1140949385229950976	Tue Jun 18 11:48:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
88	88	rt yesung the rd mini album pinkmagic melon	143	1140949057759666176	Tue Jun 18 11:47:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
89	89	rt yesung the rd mini album pinkmagic melon	143	1140949449050660864	Tue Jun 18 11:48:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684	0
90	90	e mais uma vez me encontro viciada nas m sicas do filme do aladdin	66	1140949206686928896	Tue Jun 18 11:47:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
91	91	rt yesung the rd mini album pinkmagic melon	143	1140949287133536256	Tue Jun 18 11:48:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
92	92	rt yesung the rd mini album pinkmagic melon	143	1140949102072492033	Tue Jun 18 11:47:18 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	2684	0
93	93	rt toy story el rey le n aladdin y todas las pel culas que se estrenan de disney deber an ser para mayores de a os as n	140	1140949286357753856	Tue Jun 18 11:48:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
94	94	rt yesung the rd mini album pinkmagic melon	143	1140949573965406208	Tue Jun 18 11:49:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684	0
95	95	rt lay honey melon music	144	1140949156019810305	Tue Jun 18 11:47:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	32873	0
96	96	rt jadi inget film enemy of the state nya will smith dimana negara punya otoritas penuh untuk mengintai dan memata matai warg	140	1140949096435335174	Tue Jun 18 11:47:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	57	2
97	97	rt will smith	92	1140949975192367105	Tue Jun 18 11:50:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
98	98	marc anthony will smith bad bunny est rico official video	68	1140949939213783041	Tue Jun 18 11:50:37 +0000 2019	"<a href=""https://radio.co"" rel=""nofollow"">Radio.co now playing</a>"	0	0	0
99	99	rt will smith	92	1140949671294013444	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
100	100	rt bts music chart boywithluv b melon flo olleh genie	145	1140950015415730186	Tue Jun 18 11:50:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	52	0
101	101	astagfiruloh awkwkw kaget aing ada user aladdin ngomen kirain sapa gataunya malih bin bhambwang	140	1140949812256243712	Tue Jun 18 11:50:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
102	102	rt we think it time for will smith to make his way back to the main roster thisisdodgersnation lableedsblue dodgers	139	1140949672812433408	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3	0
103	103	rt cherrybullet yuju genie k	141	1140949921572347904	Tue Jun 18 11:50:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	27	0
104	104	rt will smith	92	1140949983618711554	Tue Jun 18 11:50:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938	2
105	105	rt will smith	92	1140949953390317568	Tue Jun 18 11:50:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	2
106	106	rt aladdin who i m stealing all the things this season of	115	1140950054087229441	Tue Jun 18 11:51:05 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	139	1
107	107	rt smiling because aladdin is the number movie in the uk for the th weekend in a row thanks so much for all your support	140	1140950004963500032	Tue Jun 18 11:50:53 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120	1
108	108	genie	44	1140949781767786497	Tue Jun 18 11:50:00 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0	2
109	109	aladdin	8	1140949982461288448	Tue Jun 18 11:50:48 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
110	110	rt jadi inget film enemy of the state nya will smith dimana negara punya otoritas penuh untuk mengintai dan memata matai warg	140	1140950046453772295	Tue Jun 18 11:51:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	57	2
111	111	gantengan genie nya	35	1140949699064561664	Tue Jun 18 11:49:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
112	112	rt jasmine aladdin lt	125	1140949736033095680	Tue Jun 18 11:49:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	34	2
113	113	and nothing more aladdin	51	1140949872687878144	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
114	114	rt yesung the rd mini album pinkmagic melon	143	1140950096613392384	Tue Jun 18 11:51:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684	0
115	115	rt no one mena amp naomi aladdin	83	1140949893160165376	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	41	2
116	116	rt yesung the rd mini album pinkmagic melon	143	1140949760028790784	Tue Jun 18 11:49:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684	2
117	117	rt yesung the rd mini album pinkmagic melon	143	1140949873287561217	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684	2
118	118	rt yo saliendo de ver aladdin	66	1140949967432867840	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6127	2
119	119	rt jasmine aladdin lt	125	1140949731968819200	Tue Jun 18 11:49:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	34	2
120	120	rt will smith	92	1140949966157832193	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938	0
121	121	rt aladdin risk his life only for princess jasmine jafar	98	1140949623512506369	Tue Jun 18 11:49:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676	0
122	122	rt leo muse lt dance performance gt genie music	146	1140949724196851713	Tue Jun 18 11:49:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	97	0
123	123	rt army reminders upcoming possible voting awards shows teen choice music awards m x genie music awards sor	144	1140950076711243776	Tue Jun 18 11:51:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	132	0
124	124	rt why does it look like naomi is asking if she can hold mena hand and he is like of course lol aladdin	140	1140950045597958144	Tue Jun 18 11:51:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	37	0
125	125	a whole new world ost aladdin dangdut version via	84	1140949897195114496	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	36	8	0
126	126	erstmal den frisch eingeflogenen sensha mit genie en	96	1140949689136832512	Tue Jun 18 11:49:38 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	1	2
127	127	aladdin	20	1140950058545942529	Tue Jun 18 11:51:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2
